pathway	your_input	Souris_tax_id(10090)	entrez(10090)	gene_symbol(10090)	title(10090)	location(10090)	chrom(10090)	status(10090)	type(10090)	aliases(10090)	database(10090)	humain_tax_id(9606)	entrez(9606)	gene_symbol(9606)	title(9606)	location(9606)	chrom(9606)	status(9606)	type(9606)	aliases(9606)	database(9606)
Vatpase	Atp6V1C1	10090	66335	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1	15 B3.1|15 15.18 cM	15	active	protein-coding	[U13839, 1700025B18Rik, 1913585, ENSMUSG00000022295, MGI:1913585]	NCBI GENE	9606	528	ATP6V1C1	ATPase H+ transporting V1 subunit C1	8q22.3	8	active	protein-coding	[uc003yla.4, Vma5, P21283, HGNC:856, ENSG00000155097, OTTHUMG00000164761, NM_001695, X69151, CCDS6296, MGI:1913585, RGD:1311082, ATP6D, ATP6C, VATC, 856, ATP6V1C1, MIM:603097]	NCBI GENE
OXPHOS	Atp6V1C2	10090	68775	Atp6v1c2	ATPase, H+ transporting, lysosomal V1 subunit C2	12 A1.1|12 8.06 cM	12	active	protein-coding	[ENSMUSG00000020566, 1110038G14Rik, OTTMUSG00000023819, 1916025, MGI:1916025]	NCBI GENE	9606	245973	ATP6V1C2	ATPase H+ transporting V1 subunit C2	2p25.1	2	active	protein-coding	[VMA5, MIM:618070, 18264, HGNC:18264, ATP6C2, NM_144583, MGI:1916025, Q8NEY4, OTTHUMG00000090459, RGD:1359430, CCDS42653, CCDS1674, AY039759, uc002rat.3, ENSG00000143882, ATP6V1C2]	NCBI GENE
Vatpase	Atp6V1C2	10090	68775	Atp6v1c2	ATPase, H+ transporting, lysosomal V1 subunit C2	12 A1.1|12 8.06 cM	12	active	protein-coding	[ENSMUSG00000020566, 1110038G14Rik, OTTMUSG00000023819, 1916025, MGI:1916025]	NCBI GENE	9606	245973	ATP6V1C2	ATPase H+ transporting V1 subunit C2	2p25.1	2	active	protein-coding	[VMA5, MIM:618070, 18264, HGNC:18264, ATP6C2, NM_144583, MGI:1916025, Q8NEY4, OTTHUMG00000090459, RGD:1359430, CCDS42653, CCDS1674, AY039759, uc002rat.3, ENSG00000143882, ATP6V1C2]	NCBI GENE
Vatpase	Atp6V1C2	10090	68775	Atp6v1c2	ATPase, H+ transporting, lysosomal V1 subunit C2	12 A1.1|12 8.06 cM	12	active	protein-coding	[ENSMUSG00000020566, 1110038G14Rik, OTTMUSG00000023819, 1916025, MGI:1916025]	NCBI GENE	9606	245973	ATP6V1C2	ATPase H+ transporting V1 subunit C2	2p25.1	2	active	protein-coding	[VMA5, MIM:618070, 18264, HGNC:18264, ATP6C2, NM_144583, MGI:1916025, Q8NEY4, OTTHUMG00000090459, RGD:1359430, CCDS42653, CCDS1674, AY039759, uc002rat.3, ENSG00000143882, ATP6V1C2]	NCBI GENE
OXPHOS	Atp6V1D	10090	73834	Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D	12 C3|12 35.51 cM	12	active	protein-coding	[VATD, 1110004P10Rik, Vma8, MGI:1921084, Vm, 1921084, VA, Atp, Atp6m, ENSMUSG00000021114]	NCBI GENE	9606	51382	ATP6V1D	ATPase H+ transporting V1 subunit D	14q23.3	14	active	protein-coding	[OTTHUMG00000171244, uc001xjf.4, CCDS9780, VMA8, MGI:1921084, ATP6M, HGNC:13527, 13527, VATD, Q9Y5K8, RGD:735119, ENSG00000100554, AF145316, NM_015994, ATP6V1D, MIM:609398]	NCBI GENE
Vatpase	Atp6V1D	10090	73834	Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D	12 C3|12 35.51 cM	12	active	protein-coding	[VATD, 1110004P10Rik, Vma8, MGI:1921084, Vm, 1921084, VA, Atp, Atp6m, ENSMUSG00000021114]	NCBI GENE	9606	51382	ATP6V1D	ATPase H+ transporting V1 subunit D	14q23.3	14	active	protein-coding	[OTTHUMG00000171244, uc001xjf.4, CCDS9780, VMA8, MGI:1921084, ATP6M, HGNC:13527, 13527, VATD, Q9Y5K8, RGD:735119, ENSG00000100554, AF145316, NM_015994, ATP6V1D, MIM:609398]	NCBI GENE
OXPHOS	Atp6V1E1	10090	11973	Atp6v1e1	ATPase, H+ transporting, lysosomal V1 subunit E1	6 F1|6 57.01 cM	6	active	protein-coding	[Vma4, Atp6e, Atp6, Atp6e2, 2410029D23Rik, E2, P31, 894326, p31, D6Ertd385e, MGI:894326, ENSMUSG00000019210, D6Ertd385, Atp6v1e, Atp, OTTMUSG00000056828]	NCBI GENE	9606	529	ATP6V1E1	ATPase H+ transporting V1 subunit E1	22q11.21	22	active	protein-coding	[HGNC:857, Vma4, OTTHUMG00000059320, ARCL2C, uc002zmr.3, ATP6E2, P36543, NM_001696, X76228, CCDS13745, ENSG00000131100, P31, MIM:108746, MGI:894326, ATP6E, RGD:735157, CCDS42977, 857, CCDS42978, ATP6V1E, ATP6V1E1]	NCBI GENE
Vatpase	Atp6V1E1	10090	11973	Atp6v1e1	ATPase, H+ transporting, lysosomal V1 subunit E1	6 F1|6 57.01 cM	6	active	protein-coding	[Vma4, Atp6e, Atp6, Atp6e2, 2410029D23Rik, E2, P31, 894326, p31, D6Ertd385e, MGI:894326, ENSMUSG00000019210, D6Ertd385, Atp6v1e, Atp, OTTMUSG00000056828]	NCBI GENE	9606	529	ATP6V1E1	ATPase H+ transporting V1 subunit E1	22q11.21	22	active	protein-coding	[HGNC:857, Vma4, OTTHUMG00000059320, ARCL2C, uc002zmr.3, ATP6E2, P36543, NM_001696, X76228, CCDS13745, ENSG00000131100, P31, MIM:108746, MGI:894326, ATP6E, RGD:735157, CCDS42977, 857, CCDS42978, ATP6V1E, ATP6V1E1]	NCBI GENE
OXPHOS	Atp6V1E2	10090	74915	Atp6v1e2	ATPase, H+ transporting, lysosomal V1 subunit E2	17 E4|17 56.9 cM	17	active	protein-coding	[MGI:1922165, Atp6e1, 1922165, ENSMUSG00000053375, Atp6, E1, 4930500C14Rik]	NCBI GENE	9606	90423	ATP6V1E2	ATPase H+ transporting V1 subunit E2	2p21|2p16-p12	2	active	protein-coding	[MGI:1922165, 18125, VMA4, HGNC:18125, uc061ivo.1, ATP6E1, MIM:617385, BC008981, Q96A05, MGC9341, RGD:1311680, ENSG00000250565, NM_080653, CCDS1826, ATP6V1EL2, ATP6V1E2, OTTHUMG00000128819, ATP6EL2]	NCBI GENE
Vatpase	Atp6V1E2	10090	74915	Atp6v1e2	ATPase, H+ transporting, lysosomal V1 subunit E2	17 E4|17 56.9 cM	17	active	protein-coding	[MGI:1922165, Atp6e1, 1922165, ENSMUSG00000053375, Atp6, E1, 4930500C14Rik]	NCBI GENE	9606	90423	ATP6V1E2	ATPase H+ transporting V1 subunit E2	2p21|2p16-p12	2	active	protein-coding	[MGI:1922165, 18125, VMA4, HGNC:18125, uc061ivo.1, ATP6E1, MIM:617385, BC008981, Q96A05, MGC9341, RGD:1311680, ENSG00000250565, NM_080653, CCDS1826, ATP6V1EL2, ATP6V1E2, OTTHUMG00000128819, ATP6EL2]	NCBI GENE
OXPHOS	Atp6V1F	10090	66144	Atp6v1f	ATPase, H+ transporting, lysosomal V1 subunit F	6 A3.3|6 12.36 cM	6	active	protein-coding	[ENSMUSG00000004285, 1913394, MGI:1913394, OTTMUSG00000023640, 1110004G16Rik]	NCBI GENE	9606	9296	ATP6V1F	ATPase H+ transporting V1 subunit F	7q32.1	7	active	protein-coding	[CCDS56511, Q16864, Vma7, HGNC:16832, D49400, uc003voc.3, ATP6S14, VATF, MIM:607160, NM_004231, MGI:1913394, 16832, ENSG00000128524, CCDS5807, OTTHUMG00000158365, ATP6V1F, RGD:621552]	NCBI GENE
Vatpase	Atp6V1F	10090	66144	Atp6v1f	ATPase, H+ transporting, lysosomal V1 subunit F	6 A3.3|6 12.36 cM	6	active	protein-coding	[ENSMUSG00000004285, 1913394, MGI:1913394, OTTMUSG00000023640, 1110004G16Rik]	NCBI GENE	9606	9296	ATP6V1F	ATPase H+ transporting V1 subunit F	7q32.1	7	active	protein-coding	[CCDS56511, Q16864, Vma7, HGNC:16832, D49400, uc003voc.3, ATP6S14, VATF, MIM:607160, NM_004231, MGI:1913394, 16832, ENSG00000128524, CCDS5807, OTTHUMG00000158365, ATP6V1F, RGD:621552]	NCBI GENE
Vatpase	Atp6V1F	10090	66144	Atp6v1f	ATPase, H+ transporting, lysosomal V1 subunit F	6 A3.3|6 12.36 cM	6	active	protein-coding	[ENSMUSG00000004285, 1913394, MGI:1913394, OTTMUSG00000023640, 1110004G16Rik]	NCBI GENE	9606	9296	ATP6V1F	ATPase H+ transporting V1 subunit F	7q32.1	7	active	protein-coding	[CCDS56511, Q16864, Vma7, HGNC:16832, D49400, uc003voc.3, ATP6S14, VATF, MIM:607160, NM_004231, MGI:1913394, 16832, ENSG00000128524, CCDS5807, OTTHUMG00000158365, ATP6V1F, RGD:621552]	NCBI GENE
OXPHOS	Atp6V1G1	10090	66290	Atp6v1g1	ATPase, H+ transporting, lysosomal V1 subunit G1	4 B3|4 34.01 cM	4	active	protein-coding	[Atp6g1, Atp6, 1913540, Vma10, ATP6J, OTTMUSG00000000312, VA, Vma, MGI:1913540, AA960677, ENSMUSG00000039105, VAG1, 1810024D14Rik, ATP]	NCBI GENE	9606	9550	ATP6V1G1	ATPase H+ transporting V1 subunit G1	9q32	9	active	protein-coding	[ATP6V1G1, HGNC:864, O75348, uc004bjc.4, Vma10, ATP6J, ATP6G1, ENSG00000136888, DKFZp547P234, MGI:1913540, NM_004888, ATP6GL, ATP6G, RGD:1310088, 864, MIM:607296, OTTHUMG00000021023, AF038954, CCDS6807]	NCBI GENE
Vatpase	Atp6V1G1	10090	66290	Atp6v1g1	ATPase, H+ transporting, lysosomal V1 subunit G1	4 B3|4 34.01 cM	4	active	protein-coding	[Atp6g1, Atp6, 1913540, Vma10, ATP6J, OTTMUSG00000000312, VA, Vma, MGI:1913540, AA960677, ENSMUSG00000039105, VAG1, 1810024D14Rik, ATP]	NCBI GENE	9606	9550	ATP6V1G1	ATPase H+ transporting V1 subunit G1	9q32	9	active	protein-coding	[ATP6V1G1, HGNC:864, O75348, uc004bjc.4, Vma10, ATP6J, ATP6G1, ENSG00000136888, DKFZp547P234, MGI:1913540, NM_004888, ATP6GL, ATP6G, RGD:1310088, 864, MIM:607296, OTTHUMG00000021023, AF038954, CCDS6807]	NCBI GENE
OXPHOS	Atp6V1G2	10090	66237	Atp6v1g2	ATPase, H+ transporting, lysosomal V1 subunit G2	17 B1|17 18.6 cM	17	active	protein-coding	[1500002D01Rik, Atp6g2, Atp6, OTTMUSG00000031451, 1913487, NG38, NG3, VA, ENSMUSG00000024403, MGI:1913487, VAG2]	NCBI GENE	9606	534	ATP6V1G2	ATPase H+ transporting V1 subunit G2	6p21.33	6	active	protein-coding	[ENSG00000213760, uc021zuc.2, ATP6G2, O95670, MGI:1913487, ENSG00000230900, VMA10, Y14768, ENSG00000234668, ENSG00000234920, MIM:606853, ATP6V1G2, CCDS56413, NM_130463, Vma10, Em:AC004181.3, OTTHUMG00000166618, CCDS4699, ENSG00000226850, ENSG00000227587, CCDS4698, 862, ATP6G, ENSG00000206445, RGD:1303186, NG38, HGNC:862]	NCBI GENE
Vatpase	Atp6V1G2	10090	66237	Atp6v1g2	ATPase, H+ transporting, lysosomal V1 subunit G2	17 B1|17 18.6 cM	17	active	protein-coding	[1500002D01Rik, Atp6g2, Atp6, OTTMUSG00000031451, 1913487, NG38, NG3, VA, ENSMUSG00000024403, MGI:1913487, VAG2]	NCBI GENE	9606	534	ATP6V1G2	ATPase H+ transporting V1 subunit G2	6p21.33	6	active	protein-coding	[ENSG00000213760, uc021zuc.2, ATP6G2, O95670, MGI:1913487, ENSG00000230900, VMA10, Y14768, ENSG00000234668, ENSG00000234920, MIM:606853, ATP6V1G2, CCDS56413, NM_130463, Vma10, Em:AC004181.3, OTTHUMG00000166618, CCDS4699, ENSG00000226850, ENSG00000227587, CCDS4698, 862, ATP6G, ENSG00000206445, RGD:1303186, NG38, HGNC:862]	NCBI GENE
OXPHOS	Atp6V1G3	10090	338375	Atp6v1g3	ATPase, H+ transporting, lysosomal V1 subunit G3	1 E4|1 60.82 cM	1	active	protein-coding	[MGI:2450548, ENSMUSG00000026394, 2450548, OTTMUSG00000026869]	NCBI GENE	9606	127124	ATP6V1G3	ATPase H+ transporting V1 subunit G3	1q31.3	1	active	protein-coding	[HGNC:18265, RGD:1304635, CCDS81414, Q96LB4, MIM:618071, 18265, Vma10, ATP6G3, OTTHUMG00000035661, CCDS1396, NM_133326, ENSG00000263014, CCDS1395, uc001gup.4, MGI:2450548, ENSG00000151418, AY039760, ATP6V1G3]	NCBI GENE
Vatpase	Atp6V1G3	10090	338375	Atp6v1g3	ATPase, H+ transporting, lysosomal V1 subunit G3	1 E4|1 60.82 cM	1	active	protein-coding	[MGI:2450548, ENSMUSG00000026394, 2450548, OTTMUSG00000026869]	NCBI GENE	9606	127124	ATP6V1G3	ATPase H+ transporting V1 subunit G3	1q31.3	1	active	protein-coding	[HGNC:18265, RGD:1304635, CCDS81414, Q96LB4, MIM:618071, 18265, Vma10, ATP6G3, OTTHUMG00000035661, CCDS1396, NM_133326, ENSG00000263014, CCDS1395, uc001gup.4, MGI:2450548, ENSG00000151418, AY039760, ATP6V1G3]	NCBI GENE
OXPHOS	Atp6V1H	10090	108664	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H	1 A1|1 1.85 cM	1	active	protein-coding	[SFD, MGI:1914864, AU022349, VMA13, ENSMUSG00000033793, SFDbeta, SFDalpha, OTTMUSG00000050145, CGI-11, 0710001F19Rik, 1914864]	NCBI GENE	9606	51606	ATP6V1H	ATPase H+ transporting V1 subunit H	8q11.23	8	active	protein-coding	[ENSG00000047249, 18303, SFDalpha, SFDbeta, RGD:1562450, OTTHUMG00000164231, MSTP042, AF132945, HGNC:18303, CCDS6153, CCDS6154, SFD, MGI:1914864, NBP1, VMA13, CGI-11, uc003xrm.5, ATP6V1H, NM_015941, MIM:608861, Q9UI12]	NCBI GENE
Vatpase	Atp6V1H	10090	108664	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H	1 A1|1 1.85 cM	1	active	protein-coding	[SFD, MGI:1914864, AU022349, VMA13, ENSMUSG00000033793, SFDbeta, SFDalpha, OTTMUSG00000050145, CGI-11, 0710001F19Rik, 1914864]	NCBI GENE	9606	51606	ATP6V1H	ATPase H+ transporting V1 subunit H	8q11.23	8	active	protein-coding	[ENSG00000047249, 18303, SFDalpha, SFDbeta, RGD:1562450, OTTHUMG00000164231, MSTP042, AF132945, HGNC:18303, CCDS6153, CCDS6154, SFD, MGI:1914864, NBP1, VMA13, CGI-11, uc003xrm.5, ATP6V1H, NM_015941, MIM:608861, Q9UI12]	NCBI GENE
Ketone	Bdh1	10090	71911	Bdh1	3-hydroxybutyrate dehydrogenase, type 1	16 B2|16 21.74 cM	16	active	protein-coding	[MGI:1919161, ENSMUSG00000046598, 2310032J20Rik, Bdh, AI327223, OTTMUSG00000026185, 1919161]	EpiMed GENSYM	9606	622	BDH1	3-hydroxybutyrate dehydrogenase 1	3q29	3	active	protein-coding	[SDR9C1, MGI:1919161, uc003fxu.3, BDH, ENSG00000275544, M93107, Q02338, NM_004051, RGD:620131, 1027, BDH1, CCDS3328, OTTHUMG00000155478, ENSG00000161267, MIM:603063, HGNC:1027]	NCBI GENE
Ketone	Bdh2	10090	69772	Bdh2	3-hydroxybutyrate dehydrogenase, type 2	3 G3|3 62.55 cM	3	active	protein-coding	[1917022, ENSMUSG00000028167, 1810026B04Rik, MGI:1917022, OTTMUSG00000029709, Dhrs6, Dhr]	EpiMed GENSYM	9606	56898	BDH2	3-hydroxybutyrate dehydrogenase 2	4q24	4	active	protein-coding	[Q9BUT1, MGI:1917022, UNQ6308, RGD:1309898, AF164790, CCDS3663, PRO20933, NM_020139, OTTHUMG00000074039, uc003hwz.4, HGNC:32389, DHRS6, EFA6R, BDH2, 32389, SDR15C1, UCPA-OR, FLJ13261, ENSG00000164039]	NCBI GENE
LTPmito	Bid	10090	12122	Bid	BH3 interacting domain death agonist	6 F1|6 57.02 cM	6	active	protein-coding	[MGI:108093, OTTMUSG00000024186, AU022477, ENSMUSG00000004446, 2700049M22Rik, 108093, AI875481]	EpiMed GENSYM	9606	637	BID	BH3 interacting domain death agonist	22q11.21	22	active	protein-coding	[CCDS13747, CCDS13748, CCDS13749, P55957, 1050, MGI:108093, NM_197966, RGD:620160, HGNC:1050, MIM:601997, FP497, OTTHUMG00000150087, uc002znd.3, ENSG00000015475, BID, AF042083]	NCBI GENE
LTP	Bnip2	10090	12175	Bnip2	BCL2/adenovirus E1B interacting protein 2	9 D|9 39.15 cM	9	active	protein-coding	[OTTMUSG00000030864, 109327, ENSMUSG00000011958, MGI:109327, BNIP2beta, Nip21, 5730523P12Rik]	EpiMed GENSYM	9606	663	BNIP2	BCL2 interacting protein 2	15q22.2	15	active	protein-coding	[Q12982, U15173, MGI:109327, CCDS10174, RGD:1308944, 1083, OTTHUMG00000132727, BNIP-2, HGNC:1083, NM_004330, Nip2, BNIP2, NIP2, MIM:603292, uc059jvv.1, ENSG00000140299, CCDS81889]	NCBI GENE
LTP	Bnipl	10090	171388	Bnipl	BCL2/adenovirus E1B 19kD interacting protein like	3 F2.1|3 40.74 cM	3	active	protein-coding	[B, MGI:2384749, ENSMUSG00000028115, OTTMUSG00000022357, BN, 1700128A13Rik, 2384749, BNIPL2, BNIP-S, BNIPL1, PP7, PP753, PP73, BNI]	EpiMed GENSYM	9606	149428	BNIPL	BCL2 interacting protein like	1q21.3	1	active	protein-coding	[BNIPL-2, BNIPL-1, BNIPS, MGI:2384749, HGNC:16976, MIM:611275, BNIP-Sbeta, BNIPL2, BNIPL1, ENSG00000163141, RGD:1309478, 16976, BNIP-Salpha, PP753, BNIPl-1, CCDS53362, OTTHUMG00000035157, CCDS978, AF193056, uc001ewl.3, BNIP-S, NM_138279, Q7Z465, BNIPL]	NCBI GENE
LTP	Bpifb1	10090	228801	Bpifb1	BPI fold containing family B, member 1	2 H1|2 76.23 cM	2	active	protein-coding	[OTTMUSG00000015883, 2137431, ENSMUSG00000027485, MGI:2137431, LPl, Lplunc1]	EpiMed GENSYM	9606	92747	BPIFB1	BPI fold containing family B member 1	20q11.21	20	active	protein-coding	[RGD:1563047, CCDS13218, OTTHUMG00000032252, MGI:2137431, HGNC:16108, bA49G10.6, NM_033197, dJ1187J4.1, VEMSGP, BC008429, BPIFB1, MGC14597, Q8TDL5, ENSG00000125999, uc002wyw.1, LPLUNC1, C20orf114, MIM:621168, 16108]	NCBI GENE
LTP	C2CD2L	10090	71764	C2cd2l	C2 calcium-dependent domain containing 2-like	9 A5.2|9 24.84 cM	9	active	protein-coding	[1919014, ENSMUSG00000032120, Tmem24, MGI:1919014, 1300006O23Rik, OTTMUSG00000063241]	NCBI GENE	9606	9854	C2CD2L	C2CD2 like	11q23.3	11	active	protein-coding	[DLNB23, uc001pvn.4, CCDS8413, KIAA0285, ENSG00000172375, MGI:1919014, AK025223, MIM:617582, RGD:1310281, OTTHUMG00000166167, 29000, TMEM24, HGNC:29000, NM_014807, O14523, C2CD2L]	EpiMed GENSYM
AminoAcids	Ass1	10090	11898	Ass1	argininosuccinate synthetase 1	2 B|2 21.81 cM	2	active	protein-coding	[ASS, fold, As, MGI:88090, OTTMUSG00000012079, ENSMUSG00000076441, 88090, fo, Ass-1, AA408052]	EpiMed GENSYM	9606	445	ASS1	argininosuccinate synthase 1	9q34.11	9	active	protein-coding	[HGNC:758, ASS, MGI:88090, CTLN1, RGD:2163, ASS1, OTTHUMG00000020806, uc004bzn.4, CCDS6933, P00966, 758, ENSG00000130707, NM_000050, MIM:603470, X01630]	NCBI GENE
ERstress	Calr	10090	12317	Calr	calreticulin	8 C3|8 41.21 cM	8	active	protein-coding	[88252, CRT, Calregulin, OTTMUSG00000022277, ENSMUSG00000003814, MGI:88252, CR]	EpiMed GENSYM	9606	811	CALR	calreticulin	19p13.13	19	active	protein-coding	[SSA, cC1qR, CALR1, CRT, M84739, CCDS12288, FLJ26680, HEL-S-99n, MIM:109091, ENSG00000179218, OTTHUMG00000180574, 1455, NM_004343, uc002mvu.3, LRG_828, CALR, MGI:88252, HGNC:1455, RO, RGD:620288, P27797]	NCBI GENE
TCA	CS	10090	12372	Casq1	calsequestrin 1	1 H3|1 79.54 cM	1	active	protein-coding	[CSQ, CS, sC, CSQ-1, ENSMUSG00000007122, OTTMUSG00000035165, CSQ-, MGI:1309468, sCSQ, 1309468, CSQ1]	EpiMed GENALIAS										
Antioxydant	Cat	10090	12359	Cat	catalase	2 E2|2 54.43 cM	2	active	protein-coding	[Cas1, 88271, Cas-1, Cs-1, Cas, ENSMUSG00000027187, MGI:88271, 2210418N07, OTTMUSG00000014875, Cs-, Ca]	EpiMed GENSYM	9606	847	CAT	catalase	11p13	11	active	protein-coding	[RGD:2279, NM_001752, CCDS7891, AY028632, MIM:115500, CAT, uc001mvm.4, P04040, MGI:88271, OTTHUMG00000044353, HGNC:1516, ENSG00000121691, 1516]	NCBI GENE
Antioxydant	Cat	10090	12359	Cat	catalase	2 E2|2 54.43 cM	2	active	protein-coding	[Cas1, 88271, Cas-1, Cs-1, Cas, ENSMUSG00000027187, MGI:88271, 2210418N07, OTTMUSG00000014875, Cs-, Ca]	EpiMed GENSYM	9606	1384	CRAT	carnitine O-acetyltransferase	9q34.11	9	active	protein-coding	[NM_000755, OTTHUMG00000147343, ENSG00000095321, CAT1, NBIA8, 2342, MGI:109501, X78706, HGNC:2342, uc004bxh.4, CAT, RGD:1303031, P43155, CRAT, CCDS6919, MIM:600184]	NCBI GENE
Antioxydant	Cat	10090	12359	Cat	catalase	2 E2|2 54.43 cM	2	active	protein-coding	[Cas1, 88271, Cas-1, Cs-1, Cas, ENSMUSG00000027187, MGI:88271, 2210418N07, OTTMUSG00000014875, Cs-, Ca]	EpiMed GENSYM	9606	10249	GLYAT	glycine-N-acyltransferase	11q12.1	11	active	protein-coding	[ACGNAT, MIM:607424, AF023466, GLYAT, Q6IB77, CCDS7971, uc001nnb.4, CCDS7970, MGI:2147502, HGNC:13734, NM_201648, OTTHUMG00000167429, CAT, ENSG00000149124, GAT, 13734, RGD:1307163]	NCBI GENE
Antioxydant	HP	10090	12419	Cbx5	chromobox 5	15 F3|15 58.34 cM	15	active	protein-coding	[Hp1alpha, MGI:109372, C75991, 109372, HP1, OTTMUSG00000030240, HP, Hp1a, 2610029O15Rik, ENSMUSG00000009575]	EpiMed GENALIAS	9606	3240	HP	haptoglobin	16q22.2	16	active	protein-coding	[HPA1S, 5141, MIM:140100, OTTHUMG00000173009, HP, HGNC:5141, CCDS82010, HP2ALPHA2, BP, MGI:96211, uc002fbr.5, CCDS45524, NM_005143, P00738, ENSG00000257017, RGD:2825, ENSG00000164741, CCDS45525]	EpiMed GENSYM
Detox	ABCD2	10090	20295	Ccl17	C-C motif chemokine ligand 17	8 C5|8 46.85 cM	8	active	protein-coding	[MGI:1329039, Scya17, Scya17l, ENSMUSG00000031780, Abcd-2, Tarc, ABCD-, TA, 1329039, OTTMUSG00000061705, Scya]	NCBI GENE										
Detox	ABCD1	10090	20299	Ccl22	C-C motif chemokine ligand 22	8 C5|8 46.75 cM	8	active	protein-coding	[MGI:1306779, Scya22, DCBCK, 1306779, ABCD-, ABCD-1, ENSMUSG00000031779, OTTMUSG00000016635, MDC, Scya]	NCBI GENE										
Antioxydant	Ccs	10090	12460	Ccs	copper chaperone for superoxide dismutase	19 A|19 4.11 cM	19	active	protein-coding	[CC, ENSMUSG00000034108, MGI:1333783, Ccsd, 1333783]	EpiMed GENSYM	9606	9973	CCS	copper chaperone for superoxide dismutase	11q13.2	11	active	protein-coding	[AF002210, MIM:603864, ENSG00000173992, OTTHUMG00000167238, MGI:1333783, uc001oir.4, CCDS8146, 1613, CCS, O14618, NM_005125, HGNC:1613, RGD:620403]	NCBI GENE
AminoAcids	CAD	10090	16365	Acod1	aconitate decarboxylase 1	14 E2.3|14 51.67 cM	14	active	protein-coding	[Irg1, MGI:103206, OTTMUSG00000035543, CAD, AI323667, Ir, 103206, ENSMUSG00000022126]	EpiMed GENALIAS	9606	790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	2p23.3	2	active	protein-coding	[DEE50, MIM:114010, CCDS77396, D78586, NM_001306079, uc002rji.4, CAD, GATD4, RGD:1588606, ENSG00000167080, CCDS1742, 1424, P27708, ENSG00000169598, MGI:1916969, ENSG00000084774, EIEE50, ENSG00000102794, HGNC:1424, CDG1Z, OTTHUMG00000097070]	EpiMed GENSYM
AminoAcids	Cad	10090	69719	Cad	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	5 B1|5 16.95 cM	5	active	protein-coding	[Cpad, OTTMUSG00000022393, MGI:1916969, 2410008J01Rik, ENSMUSG00000013629, AU018859, 1916969]	EpiMed GENSYM	9606	124872	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)	17q21.32	17	active	protein-coding	[NM_153446, Cad, AJ517770, B4GALT, MIM:111730, Q8NHY0, 24136, GALGT2, CCDS54139, CCDS11544, ENSG00000167080, uc002ion.3, Sda, MGI:1342058, OTTHUMG00000161307, CCDS54140, HGNC:24136, B4GALNT2, RGD:1592405]	EpiMed GENALIAS
AminoAcids	cad	10090	12563	Cdh6	cadherin 6	15 A1|15 6.11 cM	15	active	protein-coding	[K-cadh, MGI:107435, 107435, ENSMUSG00000039385, cad, cad6]	EpiMed GENALIAS	9606	730249	ACOD1	aconitate decarboxylase 1	13q22.3	13	active	protein-coding	[RGD:1563454, MGI:103206, CCDS58299, CAD, HGNC:33904, ACOD1, OTTHUMG00000017098, A6NK06, MIM:615275, IRG1, uc031qmi.3, NM_001258406, 33904, ENSG00000102794]	NCBI GENE
ERstress	Cebpa	10090	12606	Cebpa	CCAAT/enhancer binding protein alpha	7 B2|7 21.02 cM	7	active	protein-coding	[C/ebp, 99480, Ceb, ENSMUSG00000034957, CBF-A, MGI:99480, OTTMUSG00000058155, C/ebpalpha, Cebp]	EpiMed GENSYM	9606	1050	CEBPA	CCAAT enhancer binding protein alpha	19q13.11	19	active	protein-coding	[CEBPA, ENSG00000245848, C/EBP-alpha, CCDS54243, MGI:99480, uc002nun.4, LRG_456, MIM:116897, OTTHUMG00000161461, CEBP, 1833, M37197, NM_004364, HGNC:1833, P49715, RGD:2326]	NCBI GENE
ERstress	Cebpb	10090	12608	Cebpb	CCAAT/enhancer binding protein beta	2 H3|2 87.58 cM	2	active	protein-coding	[Nfil6, 88373, ENSMUSG00000056501, C/EBPbe, IL-6DBP, CRP2, IL-6, CR, LIP, C/EBPbeta, NF-, NF-IL6, Nf, LAP, NF-M, MGI:88373, OTTMUSG00000016307]	EpiMed GENSYM	9606	1051	CEBPB	CCAAT enhancer binding protein beta	20q13.13	20	active	protein-coding	[CEBPB, uc002xvi.4, MIM:189965, IL6DBP, CCDS13429, AY193834, ENSG00000172216, CRP2, P17676, OTTHUMG00000032715, NF-IL6, NFIL6, C/EBP-beta, TCF5, LAP, HGNC:1834, MGI:88373, RGD:2327, NM_005194, 1834]	NCBI GENE
